order_id,customer_id,order_date,order_amount,order_status,payment_date,payment_amount,payment_method,payment_status
208eb520-921c-4760-91ef-81a8bbcacf9f,6881,2021-01-04,425.27,delivered,2023-04-05,376.27,credit card,failed
ddcd504e-fc78-4c8a-a413-6dc3fbba0403,5333,2024-10-20,405.49,delivered,,,,
4b6e71a1-981e-4fcf-8e40-32eb132b6ead,8527,2023-12-25,272.75,pending,2024-04-18,311.19,paypal,pending
8812645b-b11f-4e89-be41-230fc344fdb8,2291,2022-03-25,280.5,delivered,,,,
af18057f-1470-44b9-81ee-6047e255c398,6925,2022-11-11,292.9,delivered,2022-12-10,493.68,paypal,failed
91aa0969-a980-47e2-94f1-0934138f7190,2139,2024-05-07,32.45,shipped,2021-09-04,261.47,credit card,completed
91aa0969-a980-47e2-94f1-0934138f7190,2139,2024-05-07,32.45,shipped,2024-10-27,54.75,paypal,pending
53daca7e-9985-498f-ab64-960e554d6a4c,5741,2021-05-03,492.76,shipped,2024-06-25,113.28,bank transfer,completed
0f2d0324-502b-48fc-b3aa-31050b91cb13,2654,2020-11-10,196.26,pending,2022-03-18,365.28,credit card,failed
0df84043-0f29-4a43-8ba2-9038978376d4,6977,2024-10-13,89.7,pending,2023-12-15,391.6,paypal,failed
0df84043-0f29-4a43-8ba2-9038978376d4,6977,2024-10-13,89.7,pending,2024-08-06,469.83,paypal,failed
3441b1d8-e34c-4ae5-92b5-53cf722ff1a4,4432,2024-09-09,338.39,delivered,,,,
aaaacddb-a7f9-4221-a828-bc449d747993,2169,2023-07-07,308.47,shipped,,,,
370c52d4-d1eb-43cd-8953-a82deff9b837,9751,2022-04-28,367.27,shipped,2022-11-22,36.83,bank transfer,completed
2e243de3-6193-4636-bff1-1090d21f1810,8573,2023-08-28,195.93,delivered,2021-02-18,121.05,bank transfer,failed
0974406e-b0f5-49b9-8171-50354995a571,4598,2024-11-24,345.46,shipped,2022-01-04,87.47,bank transfer,failed
054134c2-ca36-4f72-8479-ab6bcbe53051,4752,2025-01-02,412.68,pending,,,,
bbb91c6e-bbe3-4f74-b1ed-09042a08cff6,7572,2022-05-09,141.19,shipped,,,,
dcc908ce-6eb9-4148-8bbd-403ec98f3fe8,6155,2024-07-09,114.19,pending,,,,
14228321-df1a-48ab-a5e5-b5bd00fa2b85,7482,2020-04-07,443.49,delivered,,,,
deba8515-0d51-4a5d-836e-8cf8bef1a17c,8517,2023-12-16,80.01,shipped,2020-01-07,369.32,bank transfer,completed
53d844ea-f837-4d5d-8e3d-e309ad873fa9,5040,2023-10-05,375.04,delivered,,,,
9c085e3a-28d5-48f0-ae5b-4006f2562ab3,5304,2022-11-12,376.04,pending,2021-04-20,491.52,credit card,pending
050bf42b-d46b-4548-9402-84b1424564da,7543,2025-03-21,187.38,shipped,,,,
f859dd24-2c29-412d-a276-74ff6af3a98a,9348,2021-06-24,251.82,shipped,2021-11-04,198.57,bank transfer,failed
f859dd24-2c29-412d-a276-74ff6af3a98a,9348,2021-06-24,251.82,shipped,2024-09-30,483.71,credit card,completed
5633443e-a9f4-417f-ad64-5f1f7405de0b,2796,2020-02-07,84.89,shipped,,,,
4e037c8a-2359-4889-9931-bb6883056b19,7916,2020-11-22,302.24,pending,2022-05-30,305.1,credit card,pending
c9eb3eb9-c0be-4884-afe6-86677084054c,7252,2021-04-17,301.99,pending,,,,
0014b0dc-747b-4b88-abd7-7397212535a4,9669,2025-02-10,133.19,delivered,,,,
c9822b6b-d81d-467a-b948-1c070e774b97,1188,2021-06-26,343.34,shipped,2020-01-27,112.75,credit card,failed
c9822b6b-d81d-467a-b948-1c070e774b97,1188,2021-06-26,343.34,shipped,2025-04-14,81.51,paypal,completed
8fdc47cc-24ec-4559-9ac2-9d91abe93bca,9797,2022-10-01,377.93,delivered,,,,
ca998b1a-b734-4070-9262-66064771313a,6573,2021-03-06,64.66,pending,2021-06-06,433.7,bank transfer,pending
2c610330-5b13-4ea1-89d5-e22b4ea87343,3591,2021-09-05,232.32,delivered,2020-02-06,134.55,bank transfer,failed
2c610330-5b13-4ea1-89d5-e22b4ea87343,3591,2021-09-05,232.32,delivered,2021-12-08,289.03,bank transfer,completed
2c610330-5b13-4ea1-89d5-e22b4ea87343,3591,2021-09-05,232.32,delivered,2022-01-05,420.0,bank transfer,completed
2c610330-5b13-4ea1-89d5-e22b4ea87343,3591,2021-09-05,232.32,delivered,2023-10-16,442.48,paypal,completed
4381b0c4-ce37-4a52-91f3-41ae1b120e4f,5315,2020-01-28,486.23,shipped,2021-06-10,482.64,paypal,failed
f5498fa8-22e6-49d8-bcb3-14e6322dc0a8,9317,2020-08-09,457.19,delivered,2020-07-27,219.44,paypal,failed
433e208c-a01b-4b38-9a72-c6552454de55,5889,2021-08-01,422.42,delivered,2023-12-15,368.36,bank transfer,completed
1fbd0597-9383-49c7-9f49-3f367ab3ab48,4258,2022-03-05,84.89,shipped,,,,
7510718b-8730-46f0-b7a8-c5f5ba6a9adf,9837,2024-05-25,477.21,delivered,2023-10-21,171.7,bank transfer,failed
6241b44f-fb7d-4a93-9dda-c5e96b6aaf94,1009,2022-05-01,303.48,pending,2024-01-15,288.58,credit card,failed
f067d2ca-db03-4c73-9530-f67be71f3de3,1319,2020-12-18,64.82,pending,2025-03-13,238.9,bank transfer,failed
c7a1fd56-a7e6-4efe-8b22-8c3496b4ebe1,6038,2025-03-01,127.33,shipped,2020-09-20,410.65,bank transfer,failed
c7a1fd56-a7e6-4efe-8b22-8c3496b4ebe1,6038,2025-03-01,127.33,shipped,2025-04-16,178.48,paypal,completed
4cd6b291-2676-440f-9e02-a5da1195782d,2290,2022-12-03,51.97,pending,,,,
e6feb163-375e-4bed-bea4-7058ac11a7a6,2133,2022-12-09,489.21,delivered,,,,
9312768e-57e6-4679-9e4d-dd57e26dd93b,3060,2021-01-05,72.91,pending,2020-07-30,389.23,bank transfer,failed
687bc393-d069-43c7-83f3-e0c4806cd9ce,3705,2021-11-01,139.88,delivered,2021-04-19,143.97,paypal,pending
687bc393-d069-43c7-83f3-e0c4806cd9ce,3705,2021-11-01,139.88,delivered,2022-03-12,57.25,credit card,pending
687bc393-d069-43c7-83f3-e0c4806cd9ce,3705,2021-11-01,139.88,delivered,2024-09-26,233.12,bank transfer,completed
138b03dc-0cea-4859-9466-d67afe9e857b,7932,2020-09-02,482.54,delivered,,,,
a93aff79-4611-4c85-96f6-667372eaaeed,4295,2025-02-28,359.34,pending,,,,
79d58ddd-3f4f-4a98-b490-1aa6a5277890,7118,2020-06-24,224.67,delivered,2020-01-06,212.1,bank transfer,pending
79d58ddd-3f4f-4a98-b490-1aa6a5277890,7118,2020-06-24,224.67,delivered,2021-08-08,355.48,bank transfer,failed
79d58ddd-3f4f-4a98-b490-1aa6a5277890,7118,2020-06-24,224.67,delivered,2024-11-10,78.12,bank transfer,failed
a7c7a52d-1d1a-4aec-9287-c97fce93f36d,8397,2021-12-29,69.29,shipped,,,,
eb4dacef-a719-4a4b-9dce-6d2b4e4f3468,2049,2023-07-20,175.66,delivered,,,,
c880c159-2d42-4e2c-9f16-a252174e4480,4770,2025-02-13,298.34,shipped,,,,
7b5f9a3d-6c63-4990-8430-b6f78e212cd4,2163,2023-12-19,356.84,shipped,2022-08-07,434.5,paypal,pending
7b5f9a3d-6c63-4990-8430-b6f78e212cd4,2163,2023-12-19,356.84,shipped,2024-05-29,170.47,credit card,pending
73d4d53b-7dc6-4255-b811-51195adfbbd0,4750,2020-06-24,43.03,shipped,2020-04-11,186.83,bank transfer,pending
73d4d53b-7dc6-4255-b811-51195adfbbd0,4750,2020-06-24,43.03,shipped,2021-03-01,102.29,credit card,completed
fd8d957c-4af6-49fc-8b82-b8d35b9ed8a3,6413,2024-07-30,44.72,shipped,2020-11-21,385.68,credit card,completed
c5786e02-e9fd-48dd-833d-685b3eaa058c,5562,2021-03-30,337.8,shipped,2022-05-30,418.38,credit card,pending
c5786e02-e9fd-48dd-833d-685b3eaa058c,5562,2021-03-30,337.8,shipped,2025-01-31,244.4,bank transfer,pending
cdcd6add-ae12-4912-b38a-850475540ce1,9834,2020-09-20,74.83,delivered,2020-11-13,360.42,bank transfer,completed
007d731a-1c94-4075-a0e6-f2ba0c139e80,8744,2021-12-15,129.07,pending,2021-10-17,325.53,credit card,completed
007d731a-1c94-4075-a0e6-f2ba0c139e80,8744,2021-12-15,129.07,pending,2021-11-07,211.71,paypal,completed
007d731a-1c94-4075-a0e6-f2ba0c139e80,8744,2021-12-15,129.07,pending,2024-02-27,334.1,bank transfer,pending
b0dd44a2-e805-4032-bce1-e45a19f9c36a,7669,2023-06-01,103.3,shipped,2024-05-25,255.13,paypal,pending
df760c6a-4fe2-4ba4-bb4d-66a6e6ca239f,8062,2021-09-30,183.61,pending,,,,
6d8fb4c6-237f-490b-9e92-5692dd0be006,8651,2020-01-31,433.28,shipped,2020-07-12,275.59,credit card,pending
6d8fb4c6-237f-490b-9e92-5692dd0be006,8651,2020-01-31,433.28,shipped,2020-09-10,333.88,paypal,failed
6d8fb4c6-237f-490b-9e92-5692dd0be006,8651,2020-01-31,433.28,shipped,2021-03-27,258.89,credit card,failed
fea3477e-4d54-448e-8dcd-e532ef30d5c7,2612,2021-03-06,39.7,delivered,,,,
f6faa4d4-d88f-410b-a2fa-72361005d08f,6559,2023-02-11,402.29,shipped,2021-11-03,95.3,paypal,pending
f6faa4d4-d88f-410b-a2fa-72361005d08f,6559,2023-02-11,402.29,shipped,2024-01-09,344.39,credit card,pending
6dad785c-9512-4290-9bc8-9c5872699171,5073,2022-02-14,103.88,delivered,2021-12-25,106.0,credit card,completed
a7842ff8-0936-477b-89b0-8fb43c1fe63d,8350,2025-02-02,78.69,shipped,2020-04-11,164.17,bank transfer,pending
a7842ff8-0936-477b-89b0-8fb43c1fe63d,8350,2025-02-02,78.69,shipped,2021-06-09,203.33,credit card,pending
a7842ff8-0936-477b-89b0-8fb43c1fe63d,8350,2025-02-02,78.69,shipped,2023-08-04,148.06,credit card,completed
a7842ff8-0936-477b-89b0-8fb43c1fe63d,8350,2025-02-02,78.69,shipped,2024-03-27,406.22,bank transfer,pending
77106904-137e-43e5-97ed-aa7fe9ffad31,5563,2021-11-11,236.69,shipped,2021-11-09,92.44,paypal,failed
77106904-137e-43e5-97ed-aa7fe9ffad31,5563,2021-11-11,236.69,shipped,2023-07-07,393.42,credit card,completed
77106904-137e-43e5-97ed-aa7fe9ffad31,5563,2021-11-11,236.69,shipped,2023-07-08,314.48,bank transfer,pending
77106904-137e-43e5-97ed-aa7fe9ffad31,5563,2021-11-11,236.69,shipped,2023-08-05,39.19,bank transfer,pending
77106904-137e-43e5-97ed-aa7fe9ffad31,5563,2021-11-11,236.69,shipped,2024-03-19,72.73,bank transfer,completed
b9f3c3fa-e260-408d-bef0-be1349849bf2,8260,2024-11-26,405.93,delivered,2024-05-23,486.93,paypal,completed
e99d24f9-4fe9-4c45-9886-b66b89773795,2604,2021-08-28,34.79,delivered,,,,
260370b2-fbc7-4f0f-a662-3dbf2bed62e1,1241,2024-01-07,484.81,shipped,2020-03-19,337.21,bank transfer,pending
6e13453e-b2d9-42ba-b933-1a3434d5a155,3724,2021-09-29,209.14,pending,2022-07-19,314.17,bank transfer,pending
30c58707-0d93-43e5-af45-581e608ce029,4502,2023-10-11,433.68,shipped,2021-01-27,51.23,credit card,failed
21f72dab-898d-4d06-b5d9-07e9ee54f32c,3697,2022-02-17,195.7,pending,,,,
c4283b34-ca6d-4726-9724-f382a99b8643,5345,2020-10-11,463.99,pending,2024-05-15,151.62,credit card,completed
d81f6471-2e55-4ac3-bb4a-bad2b525b118,5673,2025-04-01,217.27,delivered,,,,
e3028043-f287-441e-81d2-139742d7ae2f,8973,2024-08-07,85.85,pending,,,,
fc6f944c-c65c-4eaf-a97e-accc93fd95a4,4566,2020-12-01,484.67,delivered,,,,
7539ed5f-053a-48e5-a605-1d60a9e5a393,9883,2020-07-02,39.87,pending,,,,
6623256f-5f23-44be-b262-e79cfc93b1f6,1936,2023-07-26,34.57,pending,2021-09-14,215.33,paypal,completed
6623256f-5f23-44be-b262-e79cfc93b1f6,1936,2023-07-26,34.57,pending,2023-02-27,486.73,credit card,failed
e4360f4d-1d7b-4037-a275-1460bb130486,9238,2021-03-16,460.5,delivered,,,,
4672b09c-fef6-41ec-afe3-355ac6c70da9,3579,2024-06-04,37.87,delivered,2020-03-28,293.11,credit card,pending
4672b09c-fef6-41ec-afe3-355ac6c70da9,3579,2024-06-04,37.87,delivered,2023-04-13,357.3,paypal,failed
16a5a708-378a-48e3-ab51-f2893588449c,2312,2021-04-09,427.16,shipped,2020-10-18,434.83,bank transfer,completed
b0b359e2-e911-4fb9-b345-de4e9e23bfc8,2113,2022-03-24,340.85,shipped,,,,
7965960b-3c31-4f02-9802-f2101a0ea0a3,7615,2024-01-23,68.74,delivered,,,,
b4ca0090-103e-404c-a29d-65360697f3fd,5033,2020-02-24,293.67,shipped,2023-09-05,413.59,credit card,completed
eb9066fb-3573-4872-bfee-a9f28439b304,2343,2021-07-11,215.42,delivered,2021-09-18,273.95,paypal,pending
eb9066fb-3573-4872-bfee-a9f28439b304,2343,2021-07-11,215.42,delivered,2023-06-12,176.24,credit card,pending
eb9066fb-3573-4872-bfee-a9f28439b304,2343,2021-07-11,215.42,delivered,2024-11-20,107.24,paypal,completed
eb9066fb-3573-4872-bfee-a9f28439b304,2343,2021-07-11,215.42,delivered,2025-02-13,470.64,credit card,completed
c69f260c-95c4-4b96-911e-00c9aef95ac5,9565,2023-03-29,165.02,pending,2022-06-28,211.12,paypal,pending
56d10362-a189-4860-9aa3-edca9d1509e1,4346,2023-04-10,338.17,pending,2020-01-21,164.75,paypal,failed
d9e8b40f-257f-44ff-a00c-eb9a34da1629,4910,2023-07-01,140.15,shipped,,,,
fad1ea38-b1a8-4ac6-82f4-0b5bf8b3850d,5915,2021-09-05,234.04,shipped,2023-03-31,449.83,paypal,pending
2e61396d-d5dd-44d3-b2b1-5475280c9cd7,1152,2024-10-05,234.56,delivered,2022-05-29,222.65,credit card,pending
303bf35c-2002-442f-b5aa-7526e01804d2,2638,2021-09-16,45.9,shipped,2021-06-07,323.53,bank transfer,completed
303bf35c-2002-442f-b5aa-7526e01804d2,2638,2021-09-16,45.9,shipped,2021-07-16,38.0,paypal,completed
303bf35c-2002-442f-b5aa-7526e01804d2,2638,2021-09-16,45.9,shipped,2023-05-07,297.33,paypal,failed
bbb9925a-0aa0-490f-97f3-a57c1e0d962e,9288,2024-04-06,139.95,pending,,,,
d447be27-4100-42b1-94de-58e3ab09c725,2127,2020-10-25,440.84,pending,2020-10-12,482.94,bank transfer,pending
d447be27-4100-42b1-94de-58e3ab09c725,2127,2020-10-25,440.84,pending,2021-01-28,100.55,paypal,pending
36bb2e83-ac61-4166-bd36-9a51aa1fb118,5669,2020-08-16,87.3,delivered,,,,
40ccba40-140d-4091-af18-9299078fa943,5956,2024-09-28,309.72,delivered,2025-01-30,379.82,bank transfer,completed
843c4e48-22a4-4692-a44c-c069a1f4b340,9666,2020-09-09,13.83,delivered,2021-04-18,269.52,credit card,failed
843c4e48-22a4-4692-a44c-c069a1f4b340,9666,2020-09-09,13.83,delivered,2025-03-08,19.66,bank transfer,pending
1fbb1e5a-ea63-4421-a48a-e1d8b78f4442,5905,2023-08-15,466.56,shipped,,,,
4f6d61ab-3b48-44f8-a3ec-4bf36b7a7dd9,3200,2024-10-05,139.59,shipped,2023-03-30,247.96,credit card,pending
3ed4c697-815a-4d7c-950b-395d6d7c5c35,3546,2020-06-06,143.45,delivered,2024-11-30,17.28,bank transfer,pending
fa3de44f-8c8a-4196-af2c-0305cd9f0d19,4450,2023-04-16,361.63,shipped,,,,
69bfad02-ae11-4c0c-943d-d34ccea26f24,5325,2021-08-30,257.65,pending,2020-09-12,90.63,bank transfer,pending
19ee7e27-e8b3-4f70-95c9-4e49242dce28,1832,2022-03-23,55.23,pending,2021-10-10,148.7,paypal,completed
59157455-15d3-4d57-8f5b-2e2812c9039f,5533,2021-08-30,31.6,pending,2024-04-08,278.43,bank transfer,failed
8dd4634e-13ca-44fd-9c28-9f619e6b4780,3143,2024-09-11,322.19,pending,2023-08-10,268.89,bank transfer,failed
8dd4634e-13ca-44fd-9c28-9f619e6b4780,3143,2024-09-11,322.19,pending,2024-03-25,295.92,credit card,failed
cf691f98-0c76-47af-b04d-1b815a1f036e,3647,2022-12-11,373.2,delivered,,,,
84bf23fa-5b02-48a7-a7d3-ba1e94b58c1b,8007,2022-02-19,284.84,shipped,,,,
86c3a7a6-4555-41fc-9322-01183c5638a9,2232,2022-09-13,473.07,delivered,,,,
ff2dd7d1-9eda-4325-bf98-203216d1be35,3442,2023-11-03,277.34,pending,,,,
0e3ffa15-309f-467b-92aa-9c7a332f37b5,3426,2022-03-13,220.6,shipped,2020-08-22,242.99,credit card,completed
810ca4c7-6ea9-4913-95f8-6a6e78736da1,6050,2021-11-19,188.68,shipped,2022-01-16,39.13,credit card,failed
810ca4c7-6ea9-4913-95f8-6a6e78736da1,6050,2021-11-19,188.68,shipped,2023-11-05,351.05,paypal,pending
810ca4c7-6ea9-4913-95f8-6a6e78736da1,6050,2021-11-19,188.68,shipped,2025-01-02,363.3,credit card,completed
ca748c56-3088-4a59-9353-6b1504e35002,6862,2021-06-15,112.94,shipped,2020-02-22,147.94,paypal,failed
ca748c56-3088-4a59-9353-6b1504e35002,6862,2021-06-15,112.94,shipped,2020-12-09,345.11,paypal,pending
30762a45-1869-498f-a740-5dca12973246,2684,2023-09-15,183.3,delivered,2024-03-31,112.52,credit card,failed
30762a45-1869-498f-a740-5dca12973246,2684,2023-09-15,183.3,delivered,2024-08-12,138.37,paypal,failed
504fde31-6141-46b8-9e55-35f6bbcf4cf6,7658,2025-03-16,487.18,delivered,2022-06-14,391.5,credit card,failed
089b8b7f-05da-4ede-b04a-a7af025667f3,3532,2025-04-22,463.62,shipped,2024-03-24,274.06,paypal,completed
bc8b8512-df12-4bea-9789-c21e1c06b15a,3662,2022-06-28,488.34,shipped,,,,
c42358db-3f60-4b84-b637-ab6d52d4b163,7755,2024-07-22,22.15,delivered,2021-06-06,30.73,paypal,completed
89326a20-92e0-4561-8264-9fa0cce556cb,6442,2024-12-24,393.37,pending,2025-04-18,367.36,paypal,pending
bd92e53f-6e33-4282-bef9-0ad1fa276c0c,5065,2024-02-05,140.73,delivered,,,,
36c172bc-4186-4c9c-98b2-122cf8233ecd,2771,2024-08-24,197.45,shipped,2025-04-27,112.58,paypal,completed
350cee3c-95fd-4234-9d7b-e325f3d6f338,8711,2023-08-15,118.99,pending,2021-03-01,144.19,credit card,completed
350cee3c-95fd-4234-9d7b-e325f3d6f338,8711,2023-08-15,118.99,pending,2023-10-21,5.61,bank transfer,pending
dcda7f28-bad4-4c55-9847-def97c88ebd7,6728,2020-03-29,159.54,shipped,2020-08-28,482.68,bank transfer,failed
dcda7f28-bad4-4c55-9847-def97c88ebd7,6728,2020-03-29,159.54,shipped,2021-09-01,85.57,bank transfer,pending
7c6e1d67-6d49-4abc-975f-738096edbbfc,4652,2025-02-16,21.6,shipped,2024-07-26,55.76,credit card,failed
bd195952-e664-4da3-a0eb-0e3e8886bf87,7528,2024-01-10,170.85,shipped,2021-07-04,54.15,paypal,completed
bd195952-e664-4da3-a0eb-0e3e8886bf87,7528,2024-01-10,170.85,shipped,2024-06-04,414.81,bank transfer,failed
ff37c105-ef93-4a6f-935e-9d44a9e28264,5573,2021-06-19,182.06,delivered,,,,
3f803d6a-5862-4b1b-974b-0fe8f3c129bf,7548,2023-04-10,342.96,delivered,2023-02-20,185.7,bank transfer,completed
b06344ff-5158-40f9-b4d6-6ab9594bc90a,6425,2023-02-28,470.23,shipped,,,,
04f9f1ba-f63b-481b-a600-31ed295412f3,5279,2023-01-24,97.5,pending,,,,
8420dcc2-7987-459e-8e68-1e3cd674530b,1626,2021-09-11,63.12,pending,2021-07-20,390.46,credit card,completed
8420dcc2-7987-459e-8e68-1e3cd674530b,1626,2021-09-11,63.12,pending,2023-01-07,13.59,credit card,failed
8420dcc2-7987-459e-8e68-1e3cd674530b,1626,2021-09-11,63.12,pending,2024-07-14,192.86,credit card,completed
eb5d5b3a-d530-4eae-9265-883c302b72b9,6663,2022-03-13,366.99,pending,,,,
ea080ad0-d058-4077-959e-bb562b93a979,8149,2022-01-03,307.04,delivered,2020-05-27,336.77,credit card,failed
f0eb00a8-1648-41ba-89a9-8869326bfca0,2894,2025-02-13,198.75,delivered,,,,
240cef4b-3094-4e6c-8fa0-ec4ee6ad7c9c,4114,2024-04-09,134.81,delivered,2022-05-24,397.06,paypal,pending
978c5165-3fd3-4060-9569-f565a5227e96,8144,2022-01-08,10.83,delivered,,,,
175b651d-2e5a-419a-83b4-0b62e0f075f4,4228,2022-10-15,188.47,shipped,,,,
0eeb9483-8ea9-4177-9fb9-bd8aad695be0,6409,2021-12-26,315.35,delivered,2021-03-29,22.88,paypal,completed
0eeb9483-8ea9-4177-9fb9-bd8aad695be0,6409,2021-12-26,315.35,delivered,2022-05-08,256.92,credit card,failed
0eeb9483-8ea9-4177-9fb9-bd8aad695be0,6409,2021-12-26,315.35,delivered,2024-03-27,354.75,bank transfer,pending
0eeb9483-8ea9-4177-9fb9-bd8aad695be0,6409,2021-12-26,315.35,delivered,2025-04-15,175.43,paypal,failed
3048c8d5-3ffc-4202-80c8-45c4c9f44e77,3041,2022-10-16,362.68,pending,2022-11-04,473.49,paypal,failed
a0d5ba77-5fc0-4bda-9765-905fcbd814e9,9308,2023-05-22,161.55,pending,,,,
161f7c9d-819f-41a6-a537-532dc0b0dad0,6344,2024-10-14,207.18,pending,,,,
c1aa15ec-409b-4804-8110-7f1ed1ff81b7,3085,2023-08-09,104.0,delivered,,,,
5e06208d-41fd-4285-879b-a1f9d2ff9b79,7211,2021-06-15,341.89,shipped,2020-02-28,138.98,credit card,pending
5e06208d-41fd-4285-879b-a1f9d2ff9b79,7211,2021-06-15,341.89,shipped,2025-02-19,400.29,credit card,pending
7318a5ca-3b26-4658-94e5-9e9218b113ea,5930,2020-06-15,208.98,shipped,2022-11-08,268.46,credit card,pending
014aee3c-1702-4652-80c8-d4178d4a90fb,5978,2020-06-26,150.59,pending,2020-02-05,417.44,paypal,failed
b68f841d-4331-4341-921b-6014e0d40770,6279,2020-09-14,237.84,pending,2021-10-08,128.36,credit card,completed
b68f841d-4331-4341-921b-6014e0d40770,6279,2020-09-14,237.84,pending,2023-10-30,69.91,paypal,completed
5a71e42d-92dc-477a-82a4-b704d02e6a0b,4501,2023-11-10,260.48,delivered,2022-06-19,96.69,credit card,failed
2df7ceab-0e8d-4c87-86e9-85b8db49bfab,3780,2021-06-20,332.84,pending,2023-09-06,165.4,bank transfer,pending
2df7ceab-0e8d-4c87-86e9-85b8db49bfab,3780,2021-06-20,332.84,pending,2024-03-29,340.19,credit card,pending
ade3c6b8-04bd-4645-bd08-f14f33db135b,9445,2022-01-08,335.29,delivered,2024-09-14,208.62,paypal,failed
cf399eb3-4cac-4c93-bc11-2af43b377e6e,6491,2023-05-15,55.76,shipped,,,,
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,2025-04-22,120.07,shipped,2020-12-10,476.67,credit card,pending
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,2025-04-22,120.07,shipped,2022-11-22,230.61,credit card,completed
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,2025-04-22,120.07,shipped,2024-01-20,158.11,bank transfer,completed
2bfdfcde-7a5e-4205-8274-7b3af6b84ff4,3414,2021-04-15,21.97,shipped,2020-04-08,300.65,bank transfer,completed
2bfdfcde-7a5e-4205-8274-7b3af6b84ff4,3414,2021-04-15,21.97,shipped,2021-02-05,150.58,paypal,completed
c9e0ad3c-de32-4672-a422-89eb61e5b348,8784,2023-04-06,309.52,shipped,,,,
f7e0bc8f-af99-409d-af8f-f12ee0102865,8461,2020-10-20,213.08,delivered,2021-02-01,282.23,credit card,pending
f7e0bc8f-af99-409d-af8f-f12ee0102865,8461,2020-10-20,213.08,delivered,2023-09-03,321.05,credit card,pending
aead2561-acaf-4a6a-a8fc-e5ccd98ec5ef,4185,2022-06-04,361.99,pending,2022-04-27,261.95,credit card,failed
e41f5d1d-0c9b-492d-9ef7-acae5d371471,9099,2020-11-07,205.83,shipped,,,,
8af6de64-c7d7-464b-8162-5eb0cb43cb2e,1090,2024-04-21,447.4,shipped,2023-01-20,376.03,credit card,pending
ad0b4460-a262-4e3a-8042-21c344343a6f,7965,2023-04-03,117.23,delivered,,,,
47d9aded-c63a-4e29-9752-0c5fa9c5e237,9486,2022-03-24,237.63,delivered,2023-02-01,305.57,bank transfer,failed
1f33b243-ee60-450c-85b2-3444545850c4,5082,2021-01-14,459.56,shipped,,,,
124c675e-4ced-4aec-8502-bda619250035,8478,2023-01-04,75.34,pending,2024-08-22,150.94,credit card,completed
2bc849b0-db4f-4dda-8cde-66f5e9384fca,9702,2023-12-31,494.07,delivered,,,,
5fec1470-c2e8-4c96-820b-7c5ac86d2553,6198,2024-07-31,475.52,pending,,,,
c405119e-075b-4306-92ec-6f4fd08220e7,9270,2024-05-03,219.1,delivered,,,,
362f8e84-3347-4dda-9fed-dafdf6509e97,8305,2023-05-16,449.63,delivered,,,,
c54894c5-0e02-4c15-9fa7-947f454824e4,8777,2024-03-26,230.53,shipped,2023-02-15,126.72,paypal,completed
3d3f01c6-bbc7-4d7a-bd0e-f5e4676e88d3,5543,2020-01-02,385.25,delivered,2021-12-23,182.19,credit card,completed
